policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,23.87,5.716744200000001,1012.5121854000002,311.41829322897,374.16871744484996,23,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-1.5295054521569877,10.54345462200876,16.557561560904656
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.87,5.955227700000001,1083.1033014000002,313.06950528627004,381.12399332895,24,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-8.608018876629437,10.069135259453068,15.006482722061094
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1051.0234578000002,302.76859283550004,362.05591391442,23,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-5.391217436947186,13.028126629332235,19.258807859138376
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.87,5.955227700000001,1092.1313754000003,270.98784787413,328.47511755297,24,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-9.5133076243825,22.1573130502881,26.747578038166218
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.740000000000002,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642003,23,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-4.841197812748313,10.182237856254861,17.274420840803444
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.090000000000003,5.914068900000001,1524.5582601000003,141.28665031827,166.04410847787005,18,2,,0,,,,0.5,,-52.87484774299677,59.41466535426717,62.9709148470401
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167,24.700000000000006,6.131973000000001,1281.897486,192.03322879464005,209.56662686562004,16,2,,0,,,,0.6,,-28.54207551341862,44.83744333824564,53.265065875794924
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167,24.570000000000007,6.125113200000001,1168.6166358,214.62783470040003,235.51258177545003,15,2,,0,,,,0.7,,-17.182855482439738,38.34702375643792,47.47892276877225
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.570000000000007,6.125113200000001,1118.0080839000002,232.54821450006006,257.93223975315004,15,2,,0,,,,0.8,,-12.108090635015314,33.199300248877464,42.479170401965845
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.700000000000006,6.131973000000001,1066.6029516,275.7494369509201,344.97271710375,16,2,,0,,,,0.9,,-6.953448809090173,20.789521502454924,23.0684892455236
