timestamp,carbon_intensity
2026-03-16T00:00:00.000Z,280.0
2026-03-16T01:00:00.000Z,288.0
2026-03-16T02:00:00.000Z,283.0
2026-03-16T03:00:00.000Z,257.0
2026-03-16T04:00:00.000Z,236.0
2026-03-16T05:00:00.000Z,219.0
2026-03-16T06:00:00.000Z,213.0
2026-03-16T07:00:00.000Z,224.0
2026-03-16T08:00:00.000Z,247.0
2026-03-16T09:00:00.000Z,276.0
2026-03-16T10:00:00.000Z,322.0
2026-03-16T11:00:00.000Z,354.0
2026-03-16T12:00:00.000Z,365.0
2026-03-16T13:00:00.000Z,324.0
2026-03-16T14:00:00.000Z,217.0
2026-03-16T15:00:00.000Z,184.0
2026-03-16T16:00:00.000Z,192.0
2026-03-16T17:00:00.000Z,201.0
2026-03-16T18:00:00.000Z,200.0
2026-03-16T19:00:00.000Z,198.0
2026-03-16T20:00:00.000Z,221.0
2026-03-16T21:00:00.000Z,260.0
2026-03-16T22:00:00.000Z,323.0
2026-03-16T23:00:00.000Z,389.0
2026-03-17T00:00:00.000Z,447.0
2026-03-17T01:00:00.000Z,451.0
2026-03-17T02:00:00.000Z,436.0
2026-03-17T03:00:00.000Z,416.0
2026-03-17T04:00:00.000Z,389.0
2026-03-17T05:00:00.000Z,361.0
2026-03-17T06:00:00.000Z,345.0
2026-03-17T07:00:00.000Z,340.0
2026-03-17T08:00:00.000Z,340.0
2026-03-17T09:00:00.000Z,340.0
2026-03-17T10:00:00.000Z,338.0
2026-03-17T11:00:00.000Z,331.0
2026-03-17T12:00:00.000Z,327.0
2026-03-17T13:00:00.000Z,261.0
2026-03-17T14:00:00.000Z,165.0
2026-03-17T15:00:00.000Z,130.0
2026-03-17T16:00:00.000Z,118.0
2026-03-17T17:00:00.000Z,117.0
2026-03-17T18:00:00.000Z,119.0
2026-03-17T19:00:00.000Z,120.0
2026-03-17T20:00:00.000Z,121.0
2026-03-17T21:00:00.000Z,118.0
2026-03-17T22:00:00.000Z,130.0
2026-03-17T23:00:00.000Z,168.0
2026-03-18T00:00:00.000Z,260.0
2026-03-18T01:00:00.000Z,271.0
2026-03-18T02:00:00.000Z,274.0
2026-03-18T03:00:00.000Z,278.0
2026-03-18T04:00:00.000Z,264.0
2026-03-18T05:00:00.000Z,257.0
2026-03-18T06:00:00.000Z,258.0
2026-03-18T07:00:00.000Z,259.0
2026-03-18T08:00:00.000Z,259.0
2026-03-18T09:00:00.000Z,269.0
2026-03-18T10:00:00.000Z,292.0
2026-03-18T11:00:00.000Z,314.0
2026-03-18T12:00:00.000Z,321.0
2026-03-18T13:00:00.000Z,263.0
2026-03-18T14:00:00.000Z,151.0
2026-03-18T15:00:00.000Z,130.0
2026-03-18T16:00:00.000Z,139.0
2026-03-18T17:00:00.000Z,151.0
2026-03-18T18:00:00.000Z,154.0
2026-03-18T19:00:00.000Z,137.0
2026-03-18T20:00:00.000Z,131.0
2026-03-18T21:00:00.000Z,137.0
2026-03-18T22:00:00.000Z,164.0
2026-03-18T23:00:00.000Z,276.0
2026-03-19T00:00:00.000Z,385.0
2026-03-19T01:00:00.000Z,373.0
2026-03-19T02:00:00.000Z,334.0
2026-03-19T03:00:00.000Z,287.0
2026-03-19T04:00:00.000Z,261.0
2026-03-19T05:00:00.000Z,236.0
2026-03-19T06:00:00.000Z,219.0
2026-03-19T07:00:00.000Z,220.0
2026-03-19T08:00:00.000Z,225.0
2026-03-19T09:00:00.000Z,228.0
2026-03-19T10:00:00.000Z,238.0
2026-03-19T11:00:00.000Z,255.0
2026-03-19T12:00:00.000Z,273.0
2026-03-19T13:00:00.000Z,206.0
2026-03-19T14:00:00.000Z,155.0
2026-03-19T15:00:00.000Z,154.0
2026-03-19T16:00:00.000Z,169.0
2026-03-19T17:00:00.000Z,176.0
2026-03-19T18:00:00.000Z,174.0
2026-03-19T19:00:00.000Z,168.0
2026-03-19T20:00:00.000Z,174.0
2026-03-19T21:00:00.000Z,178.0
2026-03-19T22:00:00.000Z,182.0
2026-03-19T23:00:00.000Z,274.0
2026-03-20T00:00:00.000Z,371.0
2026-03-20T01:00:00.000Z,342.0
2026-03-20T02:00:00.000Z,307.0
2026-03-20T03:00:00.000Z,298.0
2026-03-20T04:00:00.000Z,280.0
2026-03-20T05:00:00.000Z,261.0
2026-03-20T06:00:00.000Z,250.0
2026-03-20T07:00:00.000Z,249.0
2026-03-20T08:00:00.000Z,244.0
2026-03-20T09:00:00.000Z,248.0
2026-03-20T10:00:00.000Z,256.0
2026-03-20T11:00:00.000Z,274.0
2026-03-20T12:00:00.000Z,295.0
2026-03-20T13:00:00.000Z,231.0
2026-03-20T14:00:00.000Z,159.0
2026-03-20T15:00:00.000Z,160.0
2026-03-20T16:00:00.000Z,168.0
2026-03-20T17:00:00.000Z,166.0
2026-03-20T18:00:00.000Z,169.0
2026-03-20T19:00:00.000Z,179.0
2026-03-20T20:00:00.000Z,188.0
2026-03-20T21:00:00.000Z,199.0
2026-03-20T22:00:00.000Z,210.0
2026-03-20T23:00:00.000Z,298.0
2026-03-21T00:00:00.000Z,393.0
2026-03-21T01:00:00.000Z,365.0
2026-03-21T02:00:00.000Z,338.0
2026-03-21T03:00:00.000Z,316.0
2026-03-21T04:00:00.000Z,288.0
2026-03-21T05:00:00.000Z,272.0
2026-03-21T06:00:00.000Z,262.0
2026-03-21T07:00:00.000Z,259.0
2026-03-21T08:00:00.000Z,259.0
2026-03-21T09:00:00.000Z,257.0
2026-03-21T10:00:00.000Z,264.0
2026-03-21T11:00:00.000Z,285.0
2026-03-21T12:00:00.000Z,324.0
2026-03-21T13:00:00.000Z,263.0
2026-03-21T14:00:00.000Z,171.0
2026-03-21T15:00:00.000Z,153.0
2026-03-21T16:00:00.000Z,151.0
2026-03-21T17:00:00.000Z,155.0
2026-03-21T18:00:00.000Z,179.0
2026-03-21T19:00:00.000Z,200.0
2026-03-21T20:00:00.000Z,208.0
2026-03-21T21:00:00.000Z,211.0
2026-03-21T22:00:00.000Z,218.0
2026-03-21T23:00:00.000Z,290.0
2026-03-22T00:00:00.000Z,372.0
2026-03-22T01:00:00.000Z,338.0
2026-03-22T02:00:00.000Z,312.0
2026-03-22T03:00:00.000Z,303.0
2026-03-22T04:00:00.000Z,293.0
2026-03-22T05:00:00.000Z,266.0
2026-03-22T06:00:00.000Z,251.0
2026-03-22T07:00:00.000Z,242.0
2026-03-22T08:00:00.000Z,244.0
2026-03-22T09:00:00.000Z,240.0
2026-03-22T10:00:00.000Z,233.0
2026-03-22T11:00:00.000Z,234.0
2026-03-22T12:00:00.000Z,230.0
2026-03-22T13:00:00.000Z,188.0
2026-03-22T14:00:00.000Z,141.0
2026-03-22T15:00:00.000Z,135.0
2026-03-22T16:00:00.000Z,138.0
2026-03-22T17:00:00.000Z,137.0
2026-03-22T18:00:00.000Z,137.0
2026-03-22T19:00:00.000Z,151.0
2026-03-22T20:00:00.000Z,162.0
2026-03-22T21:00:00.000Z,175.0
2026-03-22T22:00:00.000Z,207.0
2026-03-22T23:00:00.000Z,266.0
