policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
carbonscaler_base,carbonscaler,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.44000000000001,5.9268,131.55780000000004,330.845724,507.8809615,14,2,,0,,,,,,0.0,0.0,0.0
price_only,price_only,cluster1,"Ontario, Canada",ontario,nbody100k,True,111,24.570000000000007,5.933400000000001,825.5411999999999,125.07297000000001,126.03092150000002,15,2,,0,,,,,,-527.5121657552799,62.19598413186686,75.18494862895152
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.01,17,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.03,18,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.05,22,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.570000000000007,5.933400000000001,132.41580000000005,328.51506600000005,503.5917975,15,2,0.1,23,,,,,,-0.6521848191441357,0.7044546236903975,0.8445215168791138
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.700000000000006,5.94,134.87100000000004,327.9127500000001,501.8246805,16,2,0.2,24,,,,,,-2.51843676315657,0.8865080571511164,1.1924607258584967
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,19.220000000000006,4.580400000000001,98.79540000000003,261.993072,400.35596150000003,14,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,24.90342647870366,20.811105299338863,21.17129960580339
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.090000000000007,5.0358,110.87340000000003,280.773966,413.3536385000001,15,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,15.722670947674713,15.134473371643166,18.612102080144602
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000008,5.260200000000001,115.58580000000003,297.17760599999997,481.2993405000001,15,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,12.14067124868309,10.176379973404174,5.233828990457231
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.960000000000008,5.953200000000001,160.63080000000005,330.47394599999996,503.7685180000001,18,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-22.099031756383884,0.11237201300508964,0.8097258632916734
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.960000000000008,5.953200000000001,136.60680000000005,336.369066,505.7383705000001,18,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-3.83785682034817,-1.6694615040573886,0.421868737444281
