timestamp,carbon_intensity
2026-03-09T00:00:00.000Z,19.0
2026-03-09T01:00:00.000Z,19.0
2026-03-09T02:00:00.000Z,19.0
2026-03-09T03:00:00.000Z,19.0
2026-03-09T04:00:00.000Z,19.0
2026-03-09T05:00:00.000Z,19.0
2026-03-09T06:00:00.000Z,19.0
2026-03-09T07:00:00.000Z,19.0
2026-03-09T08:00:00.000Z,20.0
2026-03-09T09:00:00.000Z,24.0
2026-03-09T10:00:00.000Z,25.0
2026-03-09T11:00:00.000Z,27.0
2026-03-09T12:00:00.000Z,29.0
2026-03-09T13:00:00.000Z,29.0
2026-03-09T14:00:00.000Z,21.0
2026-03-09T15:00:00.000Z,19.0
2026-03-09T16:00:00.000Z,19.0
2026-03-09T17:00:00.000Z,22.0
2026-03-09T18:00:00.000Z,24.0
2026-03-09T19:00:00.000Z,31.0
2026-03-09T20:00:00.000Z,36.0
2026-03-09T21:00:00.000Z,38.0
2026-03-09T22:00:00.000Z,43.0
2026-03-09T23:00:00.000Z,43.0
2026-03-10T00:00:00.000Z,48.0
2026-03-10T01:00:00.000Z,52.0
2026-03-10T02:00:00.000Z,42.0
2026-03-10T03:00:00.000Z,33.0
2026-03-10T04:00:00.000Z,27.0
2026-03-10T05:00:00.000Z,29.0
2026-03-10T06:00:00.000Z,30.0
2026-03-10T07:00:00.000Z,32.0
2026-03-10T08:00:00.000Z,39.0
2026-03-10T09:00:00.000Z,53.0
2026-03-10T10:00:00.000Z,68.0
2026-03-10T11:00:00.000Z,77.0
2026-03-10T12:00:00.000Z,79.0
2026-03-10T13:00:00.000Z,73.0
2026-03-10T14:00:00.000Z,73.0
2026-03-10T15:00:00.000Z,83.0
2026-03-10T16:00:00.000Z,82.0
2026-03-10T17:00:00.000Z,76.0
2026-03-10T18:00:00.000Z,75.0
2026-03-10T19:00:00.000Z,77.0
2026-03-10T20:00:00.000Z,86.0
2026-03-10T21:00:00.000Z,92.0
2026-03-10T22:00:00.000Z,93.0
2026-03-10T23:00:00.000Z,90.0
2026-03-11T00:00:00.000Z,87.0
2026-03-11T01:00:00.000Z,79.0
2026-03-11T02:00:00.000Z,72.0
2026-03-11T03:00:00.000Z,62.0
2026-03-11T04:00:00.000Z,53.0
2026-03-11T05:00:00.000Z,52.0
2026-03-11T06:00:00.000Z,53.0
2026-03-11T07:00:00.000Z,53.0
2026-03-11T08:00:00.000Z,66.0
2026-03-11T09:00:00.000Z,76.0
2026-03-11T10:00:00.000Z,82.0
2026-03-11T11:00:00.000Z,78.0
2026-03-11T12:00:00.000Z,83.0
2026-03-11T13:00:00.000Z,86.0
2026-03-11T14:00:00.000Z,87.0
2026-03-11T15:00:00.000Z,85.0
2026-03-11T16:00:00.000Z,86.0
2026-03-11T17:00:00.000Z,85.0
2026-03-11T18:00:00.000Z,79.0
2026-03-11T19:00:00.000Z,76.0
2026-03-11T20:00:00.000Z,76.0
2026-03-11T21:00:00.000Z,73.0
