timestamp,carbon_intensity
2026-03-23T00:00:00.000Z,96.0
2026-03-23T01:00:00.000Z,93.0
2026-03-23T02:00:00.000Z,91.0
2026-03-23T03:00:00.000Z,82.0
2026-03-23T04:00:00.000Z,78.0
2026-03-23T05:00:00.000Z,81.0
2026-03-23T06:00:00.000Z,77.0
2026-03-23T07:00:00.000Z,71.0
2026-03-23T08:00:00.000Z,81.0
2026-03-23T09:00:00.000Z,83.0
2026-03-23T10:00:00.000Z,104.0
2026-03-23T11:00:00.000Z,117.0
2026-03-23T12:00:00.000Z,114.0
2026-03-23T13:00:00.000Z,112.0
2026-03-23T14:00:00.000Z,103.0
2026-03-23T15:00:00.000Z,98.0
2026-03-23T16:00:00.000Z,104.0
2026-03-23T17:00:00.000Z,101.0
2026-03-23T18:00:00.000Z,104.0
2026-03-23T19:00:00.000Z,90.0
2026-03-23T20:00:00.000Z,91.0
2026-03-23T21:00:00.000Z,112.0
2026-03-23T22:00:00.000Z,119.0
2026-03-23T23:00:00.000Z,122.0
2026-03-24T00:00:00.000Z,128.0
2026-03-24T01:00:00.000Z,126.0
2026-03-24T02:00:00.000Z,131.0
2026-03-24T03:00:00.000Z,133.0
2026-03-24T04:00:00.000Z,130.0
2026-03-24T05:00:00.000Z,135.0
2026-03-24T06:00:00.000Z,139.0
2026-03-24T07:00:00.000Z,137.0
2026-03-24T08:00:00.000Z,139.0
2026-03-24T09:00:00.000Z,140.0
2026-03-24T10:00:00.000Z,140.0
2026-03-24T11:00:00.000Z,149.0
2026-03-24T12:00:00.000Z,136.0
2026-03-24T13:00:00.000Z,120.0
2026-03-24T14:00:00.000Z,103.0
2026-03-24T15:00:00.000Z,100.0
2026-03-24T16:00:00.000Z,105.0
2026-03-24T17:00:00.000Z,100.0
2026-03-24T18:00:00.000Z,103.0
2026-03-24T19:00:00.000Z,97.0
2026-03-24T20:00:00.000Z,114.0
2026-03-24T21:00:00.000Z,131.0
2026-03-24T22:00:00.000Z,141.0
2026-03-24T23:00:00.000Z,138.0
2026-03-25T00:00:00.000Z,141.0
2026-03-25T01:00:00.000Z,140.0
2026-03-25T02:00:00.000Z,139.0
2026-03-25T03:00:00.000Z,138.0
2026-03-25T04:00:00.000Z,121.0
2026-03-25T05:00:00.000Z,109.0
2026-03-25T06:00:00.000Z,119.0
2026-03-25T07:00:00.000Z,122.0
2026-03-25T08:00:00.000Z,131.0
2026-03-25T09:00:00.000Z,132.0
2026-03-25T10:00:00.000Z,131.0
2026-03-25T11:00:00.000Z,135.0
2026-03-25T12:00:00.000Z,132.0
2026-03-25T13:00:00.000Z,123.0
2026-03-25T14:00:00.000Z,119.0
2026-03-25T15:00:00.000Z,100.0
2026-03-25T16:00:00.000Z,91.0
2026-03-25T17:00:00.000Z,92.0
2026-03-25T18:00:00.000Z,91.0
2026-03-25T19:00:00.000Z,102.0
2026-03-25T20:00:00.000Z,121.0
2026-03-25T21:00:00.000Z,128.0
2026-03-25T22:00:00.000Z,122.0
2026-03-25T23:00:00.000Z,113.0
2026-03-26T00:00:00.000Z,102.0
2026-03-26T01:00:00.000Z,90.0
2026-03-26T02:00:00.000Z,84.0
2026-03-26T03:00:00.000Z,73.0
2026-03-26T04:00:00.000Z,70.0
2026-03-26T05:00:00.000Z,61.0
2026-03-26T06:00:00.000Z,61.0
2026-03-26T07:00:00.000Z,62.0
2026-03-26T08:00:00.000Z,67.0
2026-03-26T09:00:00.000Z,74.0
2026-03-26T10:00:00.000Z,97.0
2026-03-26T11:00:00.000Z,110.0
2026-03-26T12:00:00.000Z,105.0
2026-03-26T13:00:00.000Z,99.0
2026-03-26T14:00:00.000Z,94.0
2026-03-26T15:00:00.000Z,105.0
2026-03-26T16:00:00.000Z,101.0
2026-03-26T17:00:00.000Z,105.0
2026-03-26T18:00:00.000Z,102.0
2026-03-26T19:00:00.000Z,105.0
2026-03-26T20:00:00.000Z,96.0
