policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.740000000000002,5.948367900000001,792.7696257000001,378.7085110979701,408.19581726942005,23,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-5.404987984065018,13.361863710512685,11.280432900234565
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,162,24.87,5.955227700000001,815.0425971,344.9020946557801,371.80290157113006,24,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-8.366355582771199,21.095845993313617,19.190273201512017
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,162,24.740000000000002,5.948367900000001,827.4235815000002,309.54121247091007,333.43113779841,23,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-10.012505321114938,29.18544746851451,27.53020743587787
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,159,24.830000000000005,6.138832800000001,1317.9875931000001,150.95359921386003,174.85229173872,17,2,,0,,,,0.5,,-75.23686820264646,65.46595041088013,61.996622764945535
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160,24.830000000000005,6.138832800000001,1061.4466797,200.89806665529002,227.52066038565005,17,2,,0,,,,0.6,,-41.12772600326959,54.04002400497193,50.549384286452316
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160,24.830000000000005,6.138832800000001,946.1332197000003,235.07110979601003,266.21522688585003,17,2,,0,,,,0.7,,-25.79589003015364,46.22216757373289,42.13929029779936
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,161,24.830000000000005,6.138832800000001,852.8635605000002,279.63317693664004,323.6201041062901,17,2,,0,,,,0.8,,-13.394951613052717,36.02758695795047,29.662592495060345
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,161,24.700000000000006,6.131973000000001,822.9591171000002,304.98203838318005,344.5720955685301,16,2,,0,,,,0.9,,-9.418919490903827,30.22846164539439,25.108769222586638
