timestamp,carbon_intensity
2026-03-02T00:00:00.000Z,329.0
2026-03-02T01:00:00.000Z,333.0
2026-03-02T02:00:00.000Z,321.0
2026-03-02T03:00:00.000Z,320.0
2026-03-02T04:00:00.000Z,331.0
2026-03-02T05:00:00.000Z,343.0
2026-03-02T06:00:00.000Z,363.0
2026-03-02T07:00:00.000Z,375.0
2026-03-02T08:00:00.000Z,382.0
2026-03-02T09:00:00.000Z,388.0
2026-03-02T10:00:00.000Z,409.0
2026-03-02T11:00:00.000Z,427.0
2026-03-02T12:00:00.000Z,431.0
2026-03-02T13:00:00.000Z,420.0
2026-03-02T14:00:00.000Z,326.0
2026-03-02T15:00:00.000Z,275.0
2026-03-02T16:00:00.000Z,286.0
2026-03-02T17:00:00.000Z,280.0
2026-03-02T18:00:00.000Z,257.0
2026-03-02T19:00:00.000Z,241.0
2026-03-02T20:00:00.000Z,243.0
2026-03-02T21:00:00.000Z,251.0
2026-03-02T22:00:00.000Z,255.0
2026-03-02T23:00:00.000Z,327.0
2026-03-03T00:00:00.000Z,402.0
2026-03-03T01:00:00.000Z,385.0
2026-03-03T02:00:00.000Z,363.0
2026-03-03T03:00:00.000Z,343.0
2026-03-03T04:00:00.000Z,309.0
2026-03-03T05:00:00.000Z,283.0
2026-03-03T06:00:00.000Z,263.0
2026-03-03T07:00:00.000Z,262.0
2026-03-03T08:00:00.000Z,257.0
2026-03-03T09:00:00.000Z,260.0
2026-03-03T10:00:00.000Z,271.0
2026-03-03T11:00:00.000Z,285.0
2026-03-03T12:00:00.000Z,296.0
2026-03-03T13:00:00.000Z,292.0
2026-03-03T14:00:00.000Z,239.0
2026-03-03T15:00:00.000Z,200.0
2026-03-03T16:00:00.000Z,191.0
2026-03-03T17:00:00.000Z,199.0
2026-03-03T18:00:00.000Z,193.0
2026-03-03T19:00:00.000Z,198.0
2026-03-03T20:00:00.000Z,199.0
2026-03-03T21:00:00.000Z,212.0
2026-03-03T22:00:00.000Z,236.0
2026-03-03T23:00:00.000Z,322.0
2026-03-04T00:00:00.000Z,374.0
2026-03-04T01:00:00.000Z,357.0
2026-03-04T02:00:00.000Z,335.0
2026-03-04T03:00:00.000Z,318.0
2026-03-04T04:00:00.000Z,294.0
2026-03-04T05:00:00.000Z,283.0
2026-03-04T06:00:00.000Z,292.0
2026-03-04T07:00:00.000Z,312.0
2026-03-04T08:00:00.000Z,336.0
2026-03-04T09:00:00.000Z,341.0
2026-03-04T10:00:00.000Z,341.0
2026-03-04T11:00:00.000Z,361.0
2026-03-04T12:00:00.000Z,389.0
2026-03-04T13:00:00.000Z,398.0
2026-03-04T14:00:00.000Z,355.0
2026-03-04T15:00:00.000Z,331.0
2026-03-04T16:00:00.000Z,346.0
2026-03-04T17:00:00.000Z,334.0
2026-03-04T18:00:00.000Z,319.0
2026-03-04T19:00:00.000Z,320.0
2026-03-04T20:00:00.000Z,327.0
2026-03-04T21:00:00.000Z,329.0
2026-03-04T22:00:00.000Z,367.0
2026-03-04T23:00:00.000Z,420.0
2026-03-05T00:00:00.000Z,453.0
2026-03-05T01:00:00.000Z,448.0
2026-03-05T02:00:00.000Z,443.0
2026-03-05T03:00:00.000Z,442.0
2026-03-05T04:00:00.000Z,440.0
2026-03-05T05:00:00.000Z,425.0
2026-03-05T06:00:00.000Z,386.0
2026-03-05T07:00:00.000Z,352.0
2026-03-05T08:00:00.000Z,325.0
2026-03-05T09:00:00.000Z,317.0
2026-03-05T10:00:00.000Z,329.0
2026-03-05T11:00:00.000Z,345.0
2026-03-05T12:00:00.000Z,357.0
2026-03-05T13:00:00.000Z,329.0
2026-03-05T14:00:00.000Z,271.0
2026-03-05T15:00:00.000Z,233.0
2026-03-05T16:00:00.000Z,193.0
2026-03-05T17:00:00.000Z,182.0
2026-03-05T18:00:00.000Z,185.0
2026-03-05T19:00:00.000Z,185.0
2026-03-05T20:00:00.000Z,188.0
2026-03-05T21:00:00.000Z,203.0
2026-03-05T22:00:00.000Z,211.0
2026-03-05T23:00:00.000Z,262.0
2026-03-06T00:00:00.000Z,299.0
2026-03-06T01:00:00.000Z,305.0
2026-03-06T02:00:00.000Z,307.0
2026-03-06T03:00:00.000Z,305.0
2026-03-06T04:00:00.000Z,290.0
2026-03-06T05:00:00.000Z,270.0
2026-03-06T06:00:00.000Z,258.0
2026-03-06T07:00:00.000Z,254.0
2026-03-06T08:00:00.000Z,254.0
2026-03-06T09:00:00.000Z,253.0
2026-03-06T10:00:00.000Z,250.0
