policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct,week_slug
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,162.0,24.87,5.955227700000001,804.3108396,368.6582230863301,401.04214724028,24,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,-6.939483596679926,15.661094377329698,12.835251644839609,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.74,5.948367900000001,792.7696257000001,378.7085110979701,408.1958172694201,23,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-5.404987984065018,13.361863710512685,11.280432900234564,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,162.0,24.87,5.955227700000001,815.0425971,344.9020946557801,371.80290157113006,24,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-8.366355582771199,21.095845993313617,19.190273201512017,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,162.0,24.74,5.948367900000001,827.4235815000002,309.54121247091007,333.43113779841,23,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-10.012505321114938,29.18544746851451,27.53020743587787,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.87,5.955227700000001,802.4029716000001,373.11221247738007,402.38166136308,24,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-6.685817465819268,14.642143578534762,12.544114136636288,texas_week06_2026-03-16_to_2026-03-22
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,159.0,24.830000000000005,6.138832800000001,1317.9875931,150.95359921386003,174.85229173872,17,2,,0,,,,0.5,,-75.23686820264646,65.46595041088013,61.996622764945535,texas_week06_2026-03-16_to_2026-03-22
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160.0,24.830000000000005,6.138832800000001,1061.4466797,200.89806665529,227.52066038565005,17,2,,0,,,,0.6,,-41.12772600326959,54.04002400497193,50.54938428645232,texas_week06_2026-03-16_to_2026-03-22
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160.0,24.830000000000005,6.138832800000001,946.1332197000004,235.07110979601003,266.21522688585003,17,2,,0,,,,0.7,,-25.79589003015364,46.22216757373289,42.13929029779936,texas_week06_2026-03-16_to_2026-03-22
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,161.0,24.830000000000005,6.138832800000001,852.8635605000002,279.63317693664004,323.6201041062901,17,2,,0,,,,0.8,,-13.394951613052717,36.02758695795047,29.662592495060345,texas_week06_2026-03-16_to_2026-03-22
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,161.0,24.700000000000006,6.131973000000001,822.9591171000002,304.98203838318005,344.5720955685301,16,2,,0,,,,0.9,,-9.418919490903829,30.22846164539439,25.10876922258664,texas_week06_2026-03-16_to_2026-03-22
carbonscaler_base,carbonscaler,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.090000000000007,5.914068900000001,997.2590538,348.12242291841,448.4153680599301,18,2,,0,,,,,,0.0,0.0,0.0,texas_week07_2026-03-23_to_2026-03-29
price_only,price_only,cluster4,"Texas, US",texas,nbody100k,True,157.0,24.44000000000001,6.118253400000001,1983.8168196000004,111.84698649345,116.80126105521002,14,2,,0,,,,,,-98.9269299727866,67.87136388520892,73.95244022064836,texas_week07_2026-03-23_to_2026-03-29
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.090000000000007,5.914068900000001,997.2590538,344.07625799022003,452.0241116306701,18,2,0.01,14,,,,,,1.1399930367983992e-14,1.1622821920719175,-0.8047769607793064,texas_week07_2026-03-23_to_2026-03-29
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.090000000000007,5.914068900000001,998.4514713,336.23224949502,451.0203584275201,18,2,0.03,23,,,,,,-0.1195694835214975,3.4155149569830168,-0.5809324463745525,texas_week07_2026-03-23_to_2026-03-29
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.090000000000007,5.914068900000001,999.6164496,331.21848722274,438.0890038308601,18,2,0.05,23,,,,,,-0.2363875054347551,4.855744583747135,2.302856896664132,texas_week07_2026-03-23_to_2026-03-29
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.830000000000005,6.138832800000001,1046.192205,311.02941893586,375.4822341455401,17,2,0.1,25,,,,,,-4.906764296954031,10.655160811414763,16.26463745654734,texas_week07_2026-03-23_to_2026-03-29
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.960000000000004,6.145692600000001,1052.6187276,335.99851226622,347.99752427541006,18,2,0.2,26,,,,,,-5.551182873602906,3.4826572073558952,22.393934494033513,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,21.74,5.232917400000001,904.3561053000002,276.17467769340004,340.64279047797,20,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,9.3158290361966,20.667368858877687,24.034095452222868,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,23.74,5.709884400000001,1000.4649558000002,294.8720225769,354.36341398677,22,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,-0.3214713356358351,15.296458037691632,20.974293204997863,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,23.87,5.716744200000001,1012.5121854000002,311.41829322897,374.1687174448499,23,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-1.5295054521569875,10.54345462200876,16.557561560904656,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.87,5.955227700000001,1083.1033014000002,313.06950528627004,381.12399332895,24,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-8.608018876629437,10.069135259453068,15.006482722061094,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1051.0234578000002,302.76859283550004,362.05591391442,23,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-5.391217436947186,13.028126629332236,19.258807859138376,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.87,5.955227700000001,1092.1313754000005,270.98784787413,328.47511755297,24,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-9.5133076243825,22.1573130502881,26.747578038166218,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.74,5.948367900000001,1045.5383373000002,312.6757697859,370.95421026642,23,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-4.841197812748313,10.18223785625486,17.274420840803444,texas_week07_2026-03-23_to_2026-03-29
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.090000000000003,5.914068900000001,1524.5582601000003,141.28665031827,166.04410847787003,18,2,,0,,,,0.5,,-52.87484774299677,59.41466535426717,62.9709148470401,texas_week07_2026-03-23_to_2026-03-29
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167.0,24.700000000000006,6.131973000000001,1281.897486,192.03322879464005,209.56662686562004,16,2,,0,,,,0.6,,-28.54207551341862,44.83744333824564,53.265065875794924,texas_week07_2026-03-23_to_2026-03-29
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167.0,24.570000000000007,6.125113200000001,1168.6166358,214.62783470040003,235.51258177545003,15,2,,0,,,,0.7,,-17.182855482439738,38.34702375643792,47.47892276877225,texas_week07_2026-03-23_to_2026-03-29
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.570000000000007,6.125113200000001,1118.0080839000002,232.54821450006008,257.93223975315004,15,2,,0,,,,0.8,,-12.108090635015314,33.199300248877464,42.479170401965845,texas_week07_2026-03-23_to_2026-03-29
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.700000000000006,6.131973000000001,1066.6029516,275.7494369509201,344.97271710375,16,2,,0,,,,0.9,,-6.953448809090173,20.789521502454924,23.0684892455236,texas_week07_2026-03-23_to_2026-03-29
carbonscaler_base,carbonscaler,cluster4,"Texas, US",texas,nbody100k,True,164.0,24.35,5.927788500000001,1063.3181397,358.00391083910995,440.51568976248,20,2,,0,,,,,,0.0,0.0,0.0,texas_week08_2026-03-30_to_2026-04-05
price_only,price_only,cluster4,"Texas, US",texas,nbody100k,True,157.0,24.570000000000007,6.125113200000001,2318.617839000001,50.73235556684999,92.13487982973,15,2,,0,,,,,,-118.05495010685752,85.82910576369386,79.0847677004631,texas_week08_2026-03-30_to_2026-04-05
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,164.0,24.35,5.927788500000001,1063.3181397,358.00391083910995,440.51568976248,20,2,0.01,17,,,,,,0.0,0.0,0.0,texas_week08_2026-03-30_to_2026-04-05
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,163.0,24.090000000000003,5.914068900000001,1053.4762026,344.76768127260004,510.69669250959,18,2,0.03,22,,,,,,0.9255872473666964,3.6972304396022033,-15.931555760238778,texas_week08_2026-03-30_to_2026-04-05
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,164.0,24.35,5.927788500000001,1063.3181397,358.00391083910995,440.51568976248,20,2,0.05,22,,,,,,0.0,0.0,0.0,texas_week08_2026-03-30_to_2026-04-05
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,164.0,24.35,5.927788500000001,1063.3181397,358.00391083910995,440.51568976248,20,2,0.1,24,,,,,,0.0,0.0,0.0,texas_week08_2026-03-30_to_2026-04-05
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.960000000000004,6.145692600000001,1139.2725870000004,304.93593089238004,469.1798642850901,18,2,0.2,26,,,,,,-7.143153536478722,14.823296154040928,-6.5069588186666785,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,22.87,5.478260700000001,1027.0084413000002,285.96125404845003,385.19822171004006,22,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,3.4147539710217063,20.123427317260933,12.5574342385549,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,164.0,24.0,5.723604000000001,1115.625813,303.79874092290004,393.9142625844,24,1,,0,0.85,0.01,0.5,,optionB_budget_sweep,-4.91928721490239,15.140943513483062,10.578834820436674,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,0.5,,optionB_budget_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,1.0,0.01,0.5,,optionB_budget_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,1.1,0.01,0.5,,optionB_budget_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,1.2,0.01,0.5,,optionB_budget_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1066.4982120000002,318.39233328345006,413.01297519840006,24,1,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-0.2990706338271753,11.064565597290828,6.24329966065659,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1066.4982120000002,318.39233328345006,413.01297519840006,24,1,,0,0.9,0.005,0.5,,optionB_beta_sweep,-0.2990706338271753,11.064565597290828,6.24329966065659,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,0.5,,optionB_beta_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1082.238123,285.27095780790006,386.53183890345,24,1,,0,0.9,0.02,0.5,,optionB_beta_sweep,-1.7793341986376734,20.316245389815503,12.254694239866312,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.87,5.955227700000001,1152.4592316,265.5236275341601,361.33824052841993,24,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-8.383294573075737,25.83219917575462,17.973809122837707,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.0,5.723604000000001,1064.113377,315.15298805460003,408.45023733135,24,1,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-0.0747882755225466,11.969400748744194,7.279071591847099,texas_week08_2026-03-30_to_2026-04-05
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,159.0,24.090000000000007,5.914068900000001,1737.8557491,72.3405702723,108.41617982880004,18,2,,0,,,,0.5,,-63.43704524690148,79.79335753546825,75.3888039975928,texas_week08_2026-03-30_to_2026-04-05
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160.0,24.090000000000007,5.914068900000001,1615.8615321000002,92.25060497319,114.47109888654003,18,2,,0,,,,0.6,,-51.96407093702853,74.23195608199705,74.01429698264295,texas_week08_2026-03-30_to_2026-04-05
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,161.0,24.090000000000003,5.914068900000001,1291.6256037,166.98999207189,340.15684659051004,18,2,,0,,,,0.7,,-21.471228174891632,53.3552603711816,22.782126835500925,texas_week08_2026-03-30_to_2026-04-05
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.700000000000006,6.131973000000001,1195.1839197000002,223.76572127901,394.85267344530007,16,2,,0,,,,0.8,,-12.401347731846665,37.496291380020075,10.365809295419377,texas_week08_2026-03-30_to_2026-04-05
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,162.0,24.830000000000005,6.138832800000001,1136.7082095,273.61755678732004,438.6499675545001,17,2,,0,,,,0.9,,-6.901986062299844,23.57134978050949,0.4235313863589902,texas_week08_2026-03-30_to_2026-04-05
