policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct,week_slug
carbonscaler_base,carbonscaler,cluster4,"Texas, US",texas,nbody100k,True,139.0,24.22,5.920928700000001,1058.104614,547.89697769799,657.3968199918003,19,2,,0,,,,,,0.0,0.0,0.0,texas_week01_2026-04-06_to_2026-04-12
price_only,price_only,cluster4,"Texas, US",texas,nbody100k,True,167.0,24.31000000000001,6.111393600000001,2172.8354784000003,70.15146485567999,96.92618537808002,13,2,,0,,,,,,-105.3516684126283,87.1962307311086,85.2560611140028,texas_week01_2026-04-06_to_2026-04-12
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,139.0,24.090000000000003,5.914068900000001,1052.1138995999995,525.73925292045,632.2206490396803,18,2,0.01,17,,,,,,0.5661741117783384,4.044140719782127,3.829676412556114,texas_week01_2026-04-06_to_2026-04-12
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,138.0,24.090000000000003,5.914068900000001,1053.5448006,520.5885578325001,628.8859342591803,18,2,0.03,23,,,,,,0.4309416422221498,4.9842253155378335,4.3369369710330465,texas_week01_2026-04-06_to_2026-04-12
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,139.0,24.090000000000003,5.914068900000001,1053.5036417999995,519.96878851998,667.6020725471102,18,2,0.05,23,,,,,,0.4348315033432143,5.097343171220141,-1.552373276681992,texas_week01_2026-04-06_to_2026-04-12
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,137.0,24.960000000000004,6.145692600000001,1106.1044106,439.03963681851,549.0608001250201,18,2,0.1,26,,,,,,-4.53639422462627,19.86821342524068,16.479547295061668,texas_week01_2026-04-06_to_2026-04-12
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.830000000000005,6.138832800000001,1126.2165450000002,365.0524786356901,455.5730529002402,17,2,0.2,26,,,,,,-6.437164161161136,33.37205834398431,30.700447728675876,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.0,5.723604000000001,1070.0754645000002,485.90247592965005,567.3420155578501,24,1,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-1.1313484830905696,11.314992469717977,13.69869790898493,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.74,5.948367900000001,1107.8152203000002,420.78966549141006,499.58999321781016,23,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-4.6980804773241776,23.199126365074353,24.004805313168145,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,139.0,24.61,5.941508100000001,1133.2631691,326.98610919405,424.7497402315201,22,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-7.103130834660558,40.319782275877,35.389139814090065,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,136.0,24.480000000000004,5.934648300000001,1202.5081548000005,252.02381713455003,352.71659062527,21,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-13.64737842453078,54.001604791937766,46.34647143111075,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,139.0,24.74,5.948367900000001,1120.4548458000002,380.00767533216,470.7055632999601,23,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-5.892633958403692,30.64249470242075,28.398564004944348,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140.0,24.87,5.955227700000001,1131.6304590000002,383.06436561768,473.6225172683401,24,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-6.948825666873082,30.084599621786644,27.954851184974153,texas_week01_2026-04-06_to_2026-04-12
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167.0,24.700000000000006,6.131973000000001,1839.3497757,98.12467011921,187.65109633473,16,2,,0,,,,0.5,,-73.83439703061349,82.0906714011301,71.45542986699105,texas_week01_2026-04-06_to_2026-04-12
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167.0,24.090000000000003,5.914068900000001,1617.5345573999998,118.91986076811,250.2155141976,18,2,,0,,,,0.6,,-52.87094829736751,78.29521504795366,61.93843557066173,texas_week01_2026-04-06_to_2026-04-12
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,167.0,24.570000000000007,6.125113200000001,1432.8455090999998,168.94085221005002,317.72595335265004,15,2,,0,,,,0.7,,-35.41624241513798,69.16558055861863,51.66907662306413,texas_week01_2026-04-06_to_2026-04-12
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,135.0,24.570000000000007,6.125113200000001,1201.8465504,248.29439706777,340.07630045061,15,2,,0,,,,0.8,,-13.584851110005673,54.68228386457098,48.2692507616858,texas_week01_2026-04-06_to_2026-04-12
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,135.0,24.570000000000007,6.125113200000001,1157.8933476000002,278.78827141458,387.7012444850701,15,2,,0,,,,0.9,,-9.430894854787994,49.11666193416151,41.02477640675143,texas_week01_2026-04-06_to_2026-04-12
carbonscaler_base,carbonscaler,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.090000000000003,5.914068900000001,1118.2460679,374.58094779630005,528.79866299901,18,2,,0,,,,,,0.0,0.0,0.0,texas_week02_2026-04-13_to_2026-04-19
price_only,price_only,cluster4,"Texas, US",texas,nbody100k,True,130.0,24.31000000000001,6.111393600000001,1869.1462272,23.605116747840004,52.31498654832,13,2,,0,,,,,,-67.14981441518916,93.69826017935203,90.10682321857196,texas_week02_2026-04-13_to_2026-04-19
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.090000000000003,5.914068900000001,1118.7230349,353.54477137995,452.55121919436,18,2,0.01,16,,,,,,-0.0426531345552188,5.615922683763848,14.418993303088742,texas_week02_2026-04-13_to_2026-04-19
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.960000000000004,6.145692600000001,1163.6717523,356.02146138855,456.30323338107,18,2,0.03,22,,,,,,-4.062226168638058,4.95473315365811,13.709457812694158,texas_week02_2026-04-13_to_2026-04-19
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.960000000000004,6.145692600000001,1165.3411368,355.638146859,457.97004225927,18,2,0.05,23,,,,,,-4.211512139581375,5.057064714247366,13.39425110079612,texas_week02_2026-04-13_to_2026-04-19
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,165.0,24.830000000000005,6.138832800000001,1173.9511848,300.14163985362006,384.3189163589099,17,2,0.1,26,,,,,,-4.9814721910545865,19.87268930270331,27.32226020026276,texas_week02_2026-04-13_to_2026-04-19
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.090000000000003,5.914068900000001,1155.9865896,260.7260306268,348.21536154674993,18,2,0.2,25,,,,,,-3.374974684317425,30.395277132838903,34.14972731362564,texas_week02_2026-04-13_to_2026-04-19
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166.0,24.610000000000003,5.941508100000001,1173.6286188,297.62102714502,331.71456165174004,22,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,-4.952626482649297,20.545604656094643,37.2701587839754,texas_week02_2026-04-13_to_2026-04-19
