policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.830000000000005,5.2536,115.18320000000001,160.330368,63.06381950000001,14,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,12.600160256410234,10.186987204893265,6.632157548410242
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.830000000000005,5.2536,115.18320000000001,160.330368,63.06381950000001,14,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,12.600160256410234,10.186987204893265,6.632157548410242
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.830000000000005,5.2536,115.18320000000001,160.330368,63.06381950000001,14,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,12.600160256410234,10.186987204893265,6.632157548410242
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.960000000000004,5.4912,135.70260000000002,160.49748,79.89149850000003,16,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-2.9697516025641315,10.09337529355395,-18.28171690694093
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.44000000000001,5.9268,188.1132,124.17622800000001,60.55974100000001,14,2,,0,,,,0.5,,-42.73838141025644,30.43962105661672,10.339519530733767
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.44000000000001,5.9268,156.6906,142.91633399999998,55.989257500000015,14,2,,0,,,,0.6,,-18.89523237179488,19.941888150772872,17.106254986006817
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167,24.44000000000001,5.9268,145.7742,154.360998,69.38377600000001,14,2,,0,,,,0.7,,-10.61197916666669,13.530877142130398,-2.724724217891606
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,88,24.44000000000001,5.9268,133.3596,171.693984,63.70840850000001,14,2,,0,,,,0.8,,-1.1919070512820664,3.8213772338197862,5.677824546140563
optionC_lambda0.90,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,87,24.31000000000001,5.9202,131.1552,175.356324,67.46409450000002,13,2,,0,,,,0.9,,0.48076923076921024,1.769827091553343,0.11742079124839884
