policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
carbonscaler_base,carbonscaler,cluster4,"Texas, US",texas,nbody100k,True,139,24.220000000000002,5.920928700000001,1058.1046139999999,547.89697769799,657.3968199918003,19,2,,0,,,,,,0.0,0.0,0.0
price_only,price_only,cluster4,"Texas, US",texas,nbody100k,True,167,24.31000000000001,6.111393600000001,2172.8354784000003,70.15146485567999,96.92618537808002,13,2,,0,,,,,,-105.3516684126283,87.1962307311086,85.2560611140028
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,139,24.090000000000003,5.914068900000001,1052.1138995999997,525.73925292045,632.2206490396803,18,2,0.01,17,,,,,,0.5661741117783384,4.044140719782127,3.8296764125561134
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,138,24.090000000000003,5.914068900000001,1053.5448006,520.5885578325001,628.8859342591803,18,2,0.03,23,,,,,,0.43094164222214987,4.9842253155378335,4.3369369710330465
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,139,24.090000000000003,5.914068900000001,1053.5036417999997,519.96878851998,667.6020725471102,18,2,0.05,23,,,,,,0.43483150334321435,5.097343171220141,-1.552373276681992
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,137,24.960000000000004,6.145692600000001,1106.1044106,439.03963681851,549.0608001250201,18,2,0.1,26,,,,,,-4.53639422462627,19.86821342524068,16.479547295061668
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,140,24.830000000000005,6.138832800000001,1126.2165450000002,365.0524786356901,455.5730529002402,17,2,0.2,26,,,,,,-6.437164161161136,33.37205834398431,30.700447728675876
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140,24.87,5.955227700000001,1131.6304590000002,383.06436561768004,473.6225172683401,24,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140,24.87,5.955227700000001,1131.6304590000002,383.06436561768004,473.6225172683401,24,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140,24.87,5.955227700000001,1131.6304590000002,383.06436561768004,473.6225172683401,24,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140,24.87,5.955227700000001,1131.6304590000002,383.06436561768004,473.6225172683401,24,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140,24.87,5.955227700000001,1131.6304590000002,383.06436561768004,473.6225172683401,24,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,140,24.87,5.955227700000001,1131.6304590000002,383.06436561768004,473.6225172683401,24,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-6.948825666873082,30.084599621786644,27.954851184974153
