policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct,week_slug
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.700000000000006,5.9399999999999995,139.8672,156.946086,399.4860595,16,2,0.1,24,,,,,,0.0,0.0,0.0,ontario_week08_2026-03-30_to_2026-04-05
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.830000000000005,5.946599999999999,141.39839999999998,147.525576,372.872137,17,2,0.2,25,,,,,,-1.0947527368818308,6.002386067786365,6.662040355878801,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999999,139.9464,132.73042200000003,325.4938005,20,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-0.0566251415628641,15.429288246156055,18.5218625882989,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999999,139.9464,132.73042200000003,325.4938005,20,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-0.0566251415628641,15.429288246156055,18.5218625882989,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.22,5.7353999999999985,139.9992,116.95761,305.57129900000007,19,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-0.0943752359380934,25.479116440023873,23.508895558844884,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.35,5.741999999999998,140.1708,125.334198,301.09478850000005,20,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-0.2170630426576189,20.14187725586224,24.629462946253312,ontario_week08_2026-03-30_to_2026-04-05
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,159.0,24.31000000000001,5.9202,156.20220000000003,76.889736,232.1655765,13,2,,0,,,,0.5,,-11.678935447338644,51.00882222701623,41.8839353767237,ontario_week08_2026-03-30_to_2026-04-05
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,159.0,24.31000000000001,5.9202,156.20220000000003,76.889736,232.1655765,13,2,,0,,,,0.6,,-11.678935447338644,51.00882222701623,41.8839353767237,ontario_week08_2026-03-30_to_2026-04-05
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,160.0,24.44000000000001,5.9268,153.47640000000004,80.52389400000001,231.7734155,14,2,,0,,,,0.7,,-9.730086825217096,48.6932767472774,41.98210175591872,ontario_week08_2026-03-30_to_2026-04-05
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,166.0,24.44000000000001,5.9268,149.0874,87.081984,240.906578,14,2,,0,,,,0.8,,-6.59211023027558,44.51471443512137,39.69587366790204,ontario_week08_2026-03-30_to_2026-04-05
optionC_lambda0.90,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,167.0,24.700000000000006,5.9399999999999995,145.76760000000002,102.676332,319.631114,16,2,,0,,,,0.9,,-4.218573046432629,34.578596627124554,19.989419806024543,ontario_week08_2026-03-30_to_2026-04-05
