policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
carbonscaler_base,carbonscaler,cluster4,"Texas, US",texas,nbody100k,True,115,24.220000000000006,5.920928700000001,1140.002523,404.39162094153,487.6619361193501,19,2,,0,,,,,,0.0,0.0,0.0
price_only,price_only,cluster4,"Texas, US",texas,nbody100k,True,111,24.31000000000001,6.111393600000001,2010.6484944,106.31290986191999,131.72761025472002,13,2,,0,,,,,,-76.37228460765431,73.71040734860046,72.98792452350001
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,115,24.220000000000006,5.920928700000001,1140.002523,404.39162094153,487.6619361193501,19,2,0.01,14,,,,,,0.0,0.0,0.0
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,114,24.090000000000007,5.914068900000001,1134.849126,391.89861761814,469.92211372821004,18,2,0.03,21,,,,,,0.45205136796000234,3.0893328833824474,3.6377295575512063
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,116,24.220000000000002,5.920928700000001,1145.3641671,382.03827260559,459.49713866757,19,2,0.05,24,,,,,,-0.47031861700536964,5.527648739085026,5.7754758708268445
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,115,24.960000000000004,6.145692600000001,1182.4554609000002,404.8987941573,489.7467902493901,18,2,0.1,26,,,,,,-3.7239336793994138,-0.12541635125604023,-0.42752037336162146
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster4,"Texas, US",texas,nbody100k,True,136,24.830000000000005,6.138832800000001,1226.3594574000003,317.4323537073,398.89040187731996,17,2,0.2,26,,,,,,-7.5751529192010585,21.50372627201472,18.203498708233045
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,23.87,5.716744200000001,1173.2520957000002,323.3561839584,365.5170954460201,23,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,-2.916622729263911,20.038851644467364,25.047031893716703
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,False,,23.0,5.485120500000001,1099.6474185000002,342.94816843455004,380.8938504799501,23,1,,0,0.85,0.01,0.5,,optionB_budget_sweep,3.539913612980655,15.19404689046807,21.89387313863874
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.0,5.723604000000001,1154.7371070000002,353.52343306185,395.7218959693501,24,1,,0,0.9,0.01,0.5,,optionB_budget_sweep,-1.2925045079045003,12.578942105982673,18.853232811571882
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.0,5.723604000000001,1154.7371070000002,353.52343306185,395.7218959693501,24,1,,0,1.0,0.01,0.5,,optionB_budget_sweep,-1.2925045079045003,12.578942105982673,18.853232811571882
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.0,5.723604000000001,1154.7371070000002,353.52343306185,395.7218959693501,24,1,,0,1.1,0.01,0.5,,optionB_budget_sweep,-1.2925045079045003,12.578942105982673,18.853232811571882
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.0,5.723604000000001,1154.7371070000002,353.52343306185,395.7218959693501,24,1,,0,1.2,0.01,0.5,,optionB_budget_sweep,-1.2925045079045003,12.578942105982673,18.853232811571882
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.87,5.955227700000001,1201.9282131000002,361.64856345819004,403.2434802526201,24,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-5.432066056927499,10.56971887395265,17.310856069371283
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.0,5.723604000000001,1154.7371070000002,353.52343306185,395.7218959693501,24,1,,0,0.9,0.005,0.5,,optionB_beta_sweep,-1.2925045079045003,12.578942105982673,18.853232811571882
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,134,24.0,5.723604000000001,1154.7371070000002,353.52343306185,395.7218959693501,24,1,,0,0.9,0.01,0.5,,optionB_beta_sweep,-1.2925045079045003,12.578942105982673,18.853232811571882
