policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
carbonscaler_base,carbonscaler,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.44000000000001,5.9268,115.82339999999999,160.70175000000003,160.49341,14,2,,0,,,,,,0.0,0.0,0.0
price_only,price_only,cluster1,"Ontario, Canada",ontario,nbody100k,True,160,24.44000000000001,5.9268,172.8474,105.06665400000001,100.0466995,14,2,,0,,,,,,-49.233574562653146,34.62009343395452,37.6630482834155
optionA_tie_0.01,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.44000000000001,5.9268,115.82339999999999,160.70175000000003,160.49341,14,2,0.01,19,,,,,,0.0,0.0,0.0
optionA_tie_0.03,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.44000000000001,5.9268,115.82339999999999,160.70175000000003,160.49341,14,2,0.03,22,,,,,,0.0,0.0,0.0
optionA_tie_0.05,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.44000000000001,5.9268,116.05440000000002,159.17484000000005,158.4507925,14,2,0.05,24,,,,,,-0.19944156362187865,0.9501514451460462,1.272711134993023
optionA_tie_0.10,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.44000000000001,5.9268,115.82339999999999,160.70175000000003,160.49341,14,2,0.1,25,,,,,,0.0,0.0,0.0
optionA_tie_0.20,carbonscaler_price_tiebreak,cluster1,"Ontario, Canada",ontario,nbody100k,True,16,24.44000000000001,5.9268,116.5164,153.30051000000003,163.24308000000002,14,2,0.2,26,,,,,,-0.5983246908655868,4.605575234868319,-1.7132603762360141
optionB_budget0.80_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000004,5.260199999999999,104.31960000000001,126.10587,116.7515635,15,2,,0,0.8,0.01,0.5,,optionB_budget_sweep,9.932189868368553,21.528004517685734,27.254605967933518
optionB_budget0.85_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.5832,134.253834,117.5734285,15,2,,0,0.85,0.01,0.5,,optionB_budget_sweep,6.251068436947964,16.457764772318917,26.742519521518048
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,0.5,,optionB_budget_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.570000000000007,5.9334,117.1104,157.19873400000003,146.5763805,15,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-1.1111744258932186,2.179824426305253,8.671402458206858
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,18,24.700000000000006,5.9399999999999995,117.942,169.38622800000002,149.520382,16,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-1.8291640549319057,-5.404096719544113,6.8370582941692115
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,18,24.700000000000006,5.9399999999999995,117.942,169.38622800000002,149.520382,16,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-1.8291640549319057,-5.404096719544113,6.8370582941692115
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,21.960000000000004,5.260199999999999,103.6398,141.73354799999998,116.86936250000001,15,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,10.519117898455752,11.803357461882053,27.18120793869356
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.830000000000005,5.946599999999999,121.51920000000001,143.58392400000002,122.278706,17,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-4.917659125876136,10.651922583294834,23.810762074280813
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,True,17,24.830000000000005,5.946599999999999,121.51920000000001,143.58392400000002,122.278706,17,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-4.917659125876136,10.651922583294834,23.810762074280813
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster1,"Ontario, Canada",ontario,nbody100k,False,,22.830000000000005,5.4845999999999995,108.1344,142.15944600000003,132.3114595,15,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,6.6385549034132945,11.53833359002002,17.55956864521727
optionC_lambda0.50,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,15,24.31000000000001,5.9202,131.1552,112.31985600000002,88.61135250000001,13,2,,0,,,,0.5,,-13.237221494102243,30.106637917757592,44.78816762632185
optionC_lambda0.60,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,15,24.31000000000001,5.9202,131.1552,112.31985600000002,88.61135250000001,13,2,,0,,,,0.6,,-13.237221494102243,30.106637917757592,44.78816762632185
optionC_lambda0.70,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,16,24.44000000000001,5.9268,129.03660000000002,115.898574,87.883598,14,2,,0,,,,0.7,,-11.40805743917035,27.879706350428684,45.24161583955378
optionC_lambda0.80,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,16,24.44000000000001,5.9268,124.71360000000001,123.251238,104.48903849999999,14,2,,0,,,,0.8,,-7.675651034246985,23.30435853996613,34.89512217355218
optionC_lambda0.90,carbonscaler_weighted,cluster1,"Ontario, Canada",ontario,nbody100k,True,16,24.44000000000001,5.9268,117.86280000000002,146.20947,152.52536200000003,14,2,,0,,,,0.9,,-1.7607840902615786,9.018122080188935,4.964719735221515
