policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
optionB_budget1.00_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,1.0,0.01,0.5,,optionB_budget_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget1.10_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,1.1,0.01,0.5,,optionB_budget_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget1.20_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,1.2,0.01,0.5,,optionB_budget_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.0025_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,750.7480893000002,380.23319855097003,461.6159020533001,24,2,,0,0.9,0.0025,0.5,,optionB_beta_sweep,-11.032034750033485,10.318967259905477,9.617933275287
optionB_budget0.90_beta0.0050_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.005,0.5,,optionB_beta_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.0100_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.01,0.5,,optionB_beta_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.0200_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,727.3492671,351.02646379614004,429.07828376733005,24,2,,0,0.9,0.02,0.5,,optionB_beta_sweep,-7.571461387745381,17.20760861410867,15.988634921189629
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,164,24.740000000000002,5.948367900000001,748.7530752000001,302.39374308159006,372.62160466407005,23,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-10.736981751517632,28.678023704801447,27.042568104750927
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,161,24.87,5.955227700000001,716.1405426,376.94594760024,451.0086540669301,24,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-5.913744896787735,11.094291616802229,11.694778962372917
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.570000000000007,6.125113200000001,1238.0210064000003,134.08128552786002,111.41649089775001,15,2,,0,,,,0.5,,-83.09735763969026,68.37585933295065,78.1852127065781
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.700000000000006,6.131973000000001,958.9689822000001,187.15521937473005,158.40251088360003,16,2,,0,,,,0.6,,-41.826904221778925,55.857948700460945,68.98558683883783
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.44000000000001,6.118253400000001,883.3104276,205.43436878010004,174.34067545602002,14,2,,0,,,,0.7,,-30.637367567323782,51.5466655128507,65.86497455610156
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,165,24.830000000000005,6.138832800000001,815.2037469000002,243.14417388521997,228.22379763123004,17,2,,0,,,,0.8,,-20.56471677277741,42.65250719331746,55.314930846356525
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,161,24.570000000000007,6.125113200000001,746.6855559000002,300.5691284260201,296.40360619128,15,2,,0,,,,0.9,,-10.431205582339496,29.108373625028864,41.965668008697435
