timestamp,carbon_intensity
2026-04-06T00:00:00.000Z,29.0
2026-04-06T01:00:00.000Z,33.0
2026-04-06T02:00:00.000Z,33.0
2026-04-06T03:00:00.000Z,35.0
2026-04-06T04:00:00.000Z,34.0
2026-04-06T05:00:00.000Z,49.0
2026-04-06T06:00:00.000Z,57.0
2026-04-06T07:00:00.000Z,65.0
2026-04-06T08:00:00.000Z,77.0
2026-04-06T09:00:00.000Z,95.0
2026-04-06T10:00:00.000Z,102.0
2026-04-06T11:00:00.000Z,103.0
2026-04-06T12:00:00.000Z,109.0
2026-04-06T13:00:00.000Z,108.0
2026-04-06T14:00:00.000Z,102.0
2026-04-06T15:00:00.000Z,103.0
2026-04-06T16:00:00.000Z,104.0
2026-04-06T17:00:00.000Z,105.0
2026-04-06T18:00:00.000Z,103.0
2026-04-06T19:00:00.000Z,101.0
2026-04-06T20:00:00.000Z,96.0
2026-04-06T21:00:00.000Z,100.0
2026-04-06T22:00:00.000Z,100.0
2026-04-06T23:00:00.000Z,100.0
2026-04-07T00:00:00.000Z,98.0
2026-04-07T01:00:00.000Z,90.0
2026-04-07T02:00:00.000Z,81.0
2026-04-07T03:00:00.000Z,69.0
2026-04-07T04:00:00.000Z,60.0
2026-04-07T05:00:00.000Z,57.0
2026-04-07T06:00:00.000Z,55.0
2026-04-07T07:00:00.000Z,54.0
2026-04-07T08:00:00.000Z,61.0
2026-04-07T09:00:00.000Z,74.0
2026-04-07T10:00:00.000Z,80.0
2026-04-07T11:00:00.000Z,81.0
2026-04-07T12:00:00.000Z,80.0
2026-04-07T13:00:00.000Z,81.0
2026-04-07T14:00:00.000Z,82.0
2026-04-07T15:00:00.000Z,90.0
2026-04-07T16:00:00.000Z,99.0
2026-04-07T17:00:00.000Z,103.0
2026-04-07T18:00:00.000Z,102.0
2026-04-07T19:00:00.000Z,98.0
2026-04-07T20:00:00.000Z,101.0
2026-04-07T21:00:00.000Z,92.0
2026-04-07T22:00:00.000Z,93.0
2026-04-07T23:00:00.000Z,103.0
2026-04-08T00:00:00.000Z,107.0
2026-04-08T01:00:00.000Z,112.0
2026-04-08T02:00:00.000Z,112.0
2026-04-08T03:00:00.000Z,106.0
2026-04-08T04:00:00.000Z,103.0
2026-04-08T05:00:00.000Z,97.0
2026-04-08T06:00:00.000Z,91.0
2026-04-08T07:00:00.000Z,88.0
2026-04-08T08:00:00.000Z,91.0
2026-04-08T09:00:00.000Z,100.0
2026-04-08T10:00:00.000Z,103.0
2026-04-08T11:00:00.000Z,103.0
2026-04-08T12:00:00.000Z,102.0
2026-04-08T13:00:00.000Z,82.0
2026-04-08T14:00:00.000Z,62.0
2026-04-08T15:00:00.000Z,59.0
2026-04-08T16:00:00.000Z,53.0
2026-04-08T17:00:00.000Z,51.0
2026-04-08T18:00:00.000Z,51.0
2026-04-08T19:00:00.000Z,53.0
2026-04-08T20:00:00.000Z,55.0
2026-04-08T21:00:00.000Z,56.0
2026-04-08T22:00:00.000Z,61.0
2026-04-08T23:00:00.000Z,63.0
2026-04-09T00:00:00.000Z,62.0
2026-04-09T01:00:00.000Z,58.0
2026-04-09T02:00:00.000Z,51.0
2026-04-09T03:00:00.000Z,26.0
2026-04-09T04:00:00.000Z,18.0
2026-04-09T05:00:00.000Z,18.0
2026-04-09T06:00:00.000Z,19.0
2026-04-09T07:00:00.000Z,19.0
2026-04-09T08:00:00.000Z,21.0
2026-04-09T09:00:00.000Z,22.0
2026-04-09T10:00:00.000Z,24.0
2026-04-09T11:00:00.000Z,23.0
2026-04-09T12:00:00.000Z,24.0
2026-04-09T13:00:00.000Z,24.0
2026-04-09T14:00:00.000Z,25.0
2026-04-09T15:00:00.000Z,25.0
2026-04-09T16:00:00.000Z,28.0
2026-04-09T17:00:00.000Z,30.0
2026-04-09T18:00:00.000Z,33.0
2026-04-09T19:00:00.000Z,39.0
2026-04-09T20:00:00.000Z,43.0
2026-04-09T21:00:00.000Z,47.0
2026-04-09T22:00:00.000Z,55.0
2026-04-09T23:00:00.000Z,57.0
2026-04-10T00:00:00.000Z,68.0
2026-04-10T01:00:00.000Z,66.0
2026-04-10T02:00:00.000Z,55.0
2026-04-10T03:00:00.000Z,52.0
2026-04-10T04:00:00.000Z,51.0
2026-04-10T05:00:00.000Z,53.0
2026-04-10T06:00:00.000Z,56.0
2026-04-10T07:00:00.000Z,61.0
2026-04-10T08:00:00.000Z,65.0
2026-04-10T09:00:00.000Z,79.0
2026-04-10T10:00:00.000Z,95.0
2026-04-10T11:00:00.000Z,99.0
2026-04-10T12:00:00.000Z,102.0
2026-04-10T13:00:00.000Z,107.0
2026-04-10T14:00:00.000Z,109.0
