policy,policy_name,cluster_name,cluster_display_name,sector_slug,workload_name,completed,completion_slot,total_work,total_energy_kwh,total_carbon_grams,total_day_ahead_cost,total_real_time_cost,active_slots,max_scale_used,tie_threshold_ratio,tie_break_used_count,cost_budget_ratio,cost_penalty_beta,urgency_gamma,lambda_carbon,sweep_group,carbon_savings_vs_base_pct,day_ahead_cost_savings_vs_base_pct,real_time_cost_savings_vs_base_pct
optionB_budget0.90_beta0.0400_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.480000000000004,5.934648300000001,1276.4122101000003,179.51660088614997,282.9837890661,21,2,,0,0.9,0.04,0.5,,optionB_beta_sweep,-14.144126837577605,52.07535195202388,46.48553242150884
optionB_budget0.90_beta0.01_gamma0.10,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.610000000000003,5.941508100000001,1170.0513663,303.55580828427003,335.78349558368996,22,2,,0,0.9,0.01,0.1,,optionB_gamma_sweep,-4.632727973485044,18.961225852483565,36.50069126889631
optionB_budget0.90_beta0.01_gamma0.25,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.610000000000003,5.941508100000001,1170.0513663,303.55580828427003,335.78349558368996,22,2,,0,0.9,0.01,0.25,,optionB_gamma_sweep,-4.632727973485044,18.961225852483565,36.50069126889631
optionB_budget0.90_beta0.01_gamma0.50,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.610000000000003,5.941508100000001,1170.0513663,303.55580828427003,335.78349558368996,22,2,,0,0.9,0.01,0.5,,optionB_gamma_sweep,-4.632727973485044,18.961225852483565,36.50069126889631
optionB_budget0.90_beta0.01_gamma0.75,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.610000000000003,5.941508100000001,1170.0513663,303.55580828427003,335.78349558368996,22,2,,0,0.9,0.01,0.75,,optionB_gamma_sweep,-4.632727973485044,18.961225852483565,36.50069126889631
optionB_budget0.90_beta0.01_gamma1.00,carbonscaler_budget,cluster4,"Texas, US",texas,nbody100k,True,166,24.610000000000003,5.941508100000001,1170.0513663,303.55580828427003,335.78349558368996,22,2,,0,0.9,0.01,1.0,,optionB_gamma_sweep,-4.632727973485044,18.961225852483565,36.50069126889631
optionC_lambda0.50,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,158,24.570000000000007,6.125113200000001,1792.1103069000003,29.703306904500003,46.96555539648,15,2,,0,,,,0.5,,-60.26081900430711,92.07025688859838,91.1184428625214
optionC_lambda0.60,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160,24.570000000000007,6.125113200000001,1635.9971985000002,53.01920963919,58.641725289840004,15,2,,0,,,,0.6,,-46.30028626635872,85.84572708486436,88.9103869973382
optionC_lambda0.70,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,160,24.700000000000006,6.131973000000001,1497.5701530000001,85.70740164405,203.58496829850003,16,2,,0,,,,0.7,,-33.921343073653574,77.11912414438699,61.500475976263736
optionC_lambda0.80,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.570000000000007,6.125113200000001,1380.1253265000003,129.54771252231,245.37093282951002,15,2,,0,,,,0.8,,-23.418750677281068,65.41529587010415,53.5984203443477
optionC_lambda0.90,carbonscaler_weighted,cluster4,"Texas, US",texas,nbody100k,True,166,24.960000000000004,6.145692600000001,1191.9964104,276.46756009338003,373.35227879076,18,2,,0,,,,0.9,,-6.5951801322672,26.192839833454325,29.396137903726327
